Nome da Embarcacao;Numero de Inscricao no RGP;Numero de Inscricao na Marinha do Brasil;AB;Comprimento;Propulsao;HP;Capacidade do Porao;Volume do Tanque;Tripulacao;Numero de Covos;Status;UF;Numero da Frota;Codigo IN;Petrecho;indice
RIO JORDÃO I;RS00039201;4610073676;25;15,2;Motor;140;;5500;4;;Deferida;RS;2.08.001;2.13;2. Rede de Emalhe;20261
RIO JORDAO II;RN00023726;1810050171;2,5;7,5;Motor;23;;;3;160;Deferida;RN;5.01.005;5.4;5. Armadilha;20262
RIO KRONE II;AL00223670;2410144861;4,7;9;Motor;48;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20263
RIO KWEIT II;AL00221798;2410146511;4,1;10;Motor;75;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20264
RIO MADEIRA;CE00026614;1830058339;1,1;6,6;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20265
RIO MADEIRA;ES00117318;3410236821;22,6;13,8;Motor;152;;;11;;Deferida;ES;1.02.001;1.3;1. Linha;20266
RIO MAINA;SC00176100;442M2006003251;1;5;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20267
RIO MAMORÉ;ES00116584;3410237372;23;13,88;Motor;152;;;11;;Deferida;ES;1.02.001;1.3;1. Linha;20268
RIO MANGUABA;AL00267460;241M2010001633;;4,5;Vela;;;;2;;Deferida;AL;6.03.003;6.5;6. Diversificada;20269
RIOMAR;SP00141485;401M2002003795;;6;Remo;;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;20270
RIOMAR;RJ00139998;387M2005000496;;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20271
RIOMAR;AL00222658;2412222584;7;10,13;Motor;54;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20272
RIO MAR;SC00090797;4430111537;2,9;9;Motor;60;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20273
RIO MAR;CE00031147;1620020181;0,9;5,25;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20274
RIO MAR;PE00118568;2010077563;9;11,5;Motor;75;;2000;3;;Deferida;PE;5.01.006;5.9;5. Armadilha;20275
RIO MAR;RN00031139;181M2008000423;0,4;4,2;Vela;;;;3;30;Deferida;RN;5.01.003;5.2;5. Armadilha;20276
RIO MAR DA VIGIA;PA00117756;210288841;3,8;10,25;Motor;18;;;5;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20277
RIO MAR DA VIGIA II;PA00116760;210308958;6,4;11;Motor;49;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20278
RIO MAR I;BA00258521;2810229031;2,8;7,85;Motor;;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20279
RIO MAR I;SC00180691;4430478554;10;9,7;Motor;60;;305;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20280
RIO MAR II;SP00043598;401M2007005968;;7,2;Motor;8;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;20281
RIO MAR II;PE00023738;2210148651;3,5;8,15;Motor;;;;5;200;Deferida;PE;5.01.004;5.3;5. Armadilha;20282
RIO MAR III;SP00043774;401M2007005984;;7;Remo;;;;3;;Deferida;SP;6.03.001;6.6;6. Diversificada;20283
RIO MAR III;PE00256419;2210159873;8;9,5;Motor;46;;;5;;Deferida;PE;5.01.006;5.9;5. Armadilha;20284
RIO MAR IV;CE00277759;163M2006000271;;6,2;Vela;;;;;;Deferida;CE;3.02.005;3.5;3. Rede de Arrasto;20285
Rio Mar Quinca;CE00031151;1630040533;0,8;5,4;Vela;;;;3;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20286
RIOMASUL;SC00176938;442M2006005997;;6,16;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20287
RIO MIRIM I;PR00292039;421M2007003472;;5,6;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20288
RIO MISSISSIPE;BA00279171;2810261741;4,7;8;Motor;;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20289
RIO MOSSORO;CE00031165;1620020211;2;8,26;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20290
RIO NEGRO;RN00325929;181M2021000059;;4,02;Motor;6,5;;;3;;Deferida;RN;6.03.003;6.5;6. Diversificada;20291
RIO NEGRO I;SC00219781;4450100158;2;8;Motor;9;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20292
RIO NEGRO I;AL00223704;2410154590;5;7,8;Motor;15;;;3;;Deferida;AL;6.03.003;6.5;6. Diversificada;20293
RIO NEGRO V;RJ00090805;3877041329;7,9;12;Motor;90;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20294
RIO NILO;PE00210047;2210139490;3;9;Motor;;;;3;;Deferida;PE;3.02.005;3.5;3. Rede de Arrasto;20295
RIO NILO;BA00275751;2810262331;1,5;5,65;Motor;;;;1;;Deferida;BA;1.06.003;1.12;1. Linha;20296
RIO NILO;CE00034797;161M2007005560;;4,1;Motor, Vela;;;;3;30;Deferida;CE;5.01.005;5.4;5. Armadilha;20297
RIO NILO I;RN00296537;1830032909;1,5;7,4;Vela;;;;3;;Deferida;RN;6.03.003;6.5;6. Diversificada;20298
RIO NILO II;RN00239885;1820023907;4,8;8,8;Vela;;;;3;;Deferida;RN;1.03.005;1.6;1. Linha;20299
RIO NITEROI;CE00023740;1820011003;27;13,21;Motor;90;;3300;5;;Deferida;CE;1.10.001;1.17;1. Linha;20300
RIO NORTE I;CE00117566;1620017431;16,1;12;Motor;;;;4;300;Deferida;CE;5.01.001;5.1;5. Armadilha;20301
RIO NORTE IV;PI00023754;1410107833;15,3;12;Motor;90;;;4;300;Deferida;PI;5.01.001;5.1;5. Armadilha;20302
RIO PARACUARI I;PA00106907;210987227;4;11,4;Motor;69;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20303
RIO PARANÁ;PI00134998;1830055356;6,3;8,85;Motor;;;;4;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;20304
RIO PESCA III;CE00128921;1410108104;13,8;12;Motor;50;;;4;300;Deferida;CE;5.01.001;5.1;5. Armadilha;20305
RIOPESCA VII;SC00199946;4430483361;153;28,85;Motor;563;;40000;20;;Deferida;SC;4.01.005;4.2;4. Rede de Cerco;20306
RIO PINDOBAL;AP00216979;220089281;9;13,8;Motor;69;;2000;2;;Deferida;AP;2.04.003;2.11;2. Rede de Emalhe;20307
RIO PIRANGI;CE00038791;1620016206;19,6;13,7;Motor;110;;8056;5;430;Deferida;CE;5.01.003;5.2;5. Armadilha;20308
RIO PORTINHO;PI00023768;210246529;18,1;12;Motor;112;;6000;3;600;Deferida;PI;5.01.004;5.3;5. Armadilha;20309
RIO POTENGI;RN00278909;211018520;123;23,91;Motor;279,75;;45000;5;;Deferida;RN;1.01.002;1.1;1. Linha;20310
RIO PRATA;CE00211455;1610032781;16;11,75;Motor;102;;3139;5;;Deferida;CE;1.03.005;1.6;1. Linha;20311
RIO SAO FRANCISCO;CE00035509;1830053108;2,3;7,9;Vela;;;;3;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20312
RIOS E LAGOS;RJ00303085;388M2017001461;;5,74;Motor;6,5;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20313
RIO SENA;BA00288856;2818892201;5;8,6;Motor;15,5;;;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20314
RIO SERENO;ES00090829;3420015631;1,2;6;Motor;11;;;4;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;20315
RIOS MAR I;CE00094831;1610056523;18,1;11,5;Motor;45;;659165;4;300;Deferida;CE;5.01.001;5.1;5. Armadilha;20316
RIOS MAR II;CE00094877;1630038377;19,9;12,6;Motor;60;;4394;7;400;Deferida;CE;5.01.003;5.2;5. Armadilha;20317
RIOS MARQUES;BA00070575;2410154263;6,5;11;Motor;72;;5273;3;250;Deferida;BA;5.01.001;5.1;5. Armadilha;20318
RIOS MAR VI;CE00101387;1610055331;15,3;12,9;Motor;94;;4394;6;400;Deferida;CE;5.01.001;5.1;5. Armadilha;20319
RIO SOLIMÕES;ES00116518;3410235825;29;13,7;Motor;120;;5000;8;;Deferida;ES;1.02.001;1.3;1. Linha;20320
RIO SOLIMOES II;CE00264860;1610060415;7,7;9,25;Motor;46;;;5;;Deferida;CE;6.01.001;6.1;6. Diversificada;20321
RIO TAPAJÓS;ES00116928;3410236287;23,4;13,88;Motor;152;;;11;;Deferida;ES;1.02.001;1.3;1. Linha;20322
RIO TEJO;CE00023776;1610054822;9,9;9,5;Motor;68;;3515;6;220;Deferida;CE;5.01.003;5.2;5. Armadilha;20323
RIO TIGRE;RN00243274;1810056217;8,1;10,4;Motor;45;;;5;;Deferida;RN;2.02.002;2.5;2. Rede de Emalhe;20324
RIO TIGRE DA VILA;PA00219877;210316730;5,3;8,6;Motor;49;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20325
RIO TOCANTINS;ES00117530;3410236660;21,5;13,78;Motor;152;;;11;;Deferida;ES;1.02.001;1.3;1. Linha;20326
RIO TUPINAMBA;PA00133476;210309407;;9,3;Motor;9;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20327
RIO UNA;BA00002548;2810197326;8,8;11,17;Motor;84;;6152;4;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20328
RIO UNA I;BA00002986;2810282668;11;11,52;Motor;84;;6152;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20329
RIO UNA II;BA00002618;2810228825;6,6;10,4;Motor;84;;6152;1;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20330
RIO UNA III;BA00188995;2810267880;7,8;9,82;Motor;33;;1318;;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20331
RIO UNA IV;BA00180137;2810237930;8;10,5;Motor;80;;2000;;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20332
RIO UNA VI;SE00325049;2610110227;26;14,75;Motor;137;;;6;;Deferida;SE;3.02.005;3.5;3. Rede de Arrasto;20333
RIO VERDE;SP00196606;401M2013010562;;5,95;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20334
RIO VERDE I;SC00047488;4420208970;4;9,4;Motor;18;;150;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20335
RIO VERMELHO;RJ00218907;3830047363;3,44;8,3;Motor;48;;;9;;Deferida;RJ;1.06.001;1.14;1. Linha;20336
RIO XINGU;MA00200198;1210107724;12,4;11,5;Motor;60;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20337
RIQUELME;CE00031177;161M2006000592;;6,7;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20338
RIQUELME;RJ00144775;387M2012001352;;4;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20339
RIQUELMI;PR00283418;421M2008000996;;6,3;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20340
RIQUINHO VI;AL00265818;2412229961;2;9,6;Motor;75;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20341
RISCA;SC00182497;442M2009003897;;5;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20342
RISCADO III;RJ00190158;387M2006000194;0,3;5,2;Motor;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20343
RISCO AZUL;SC00258725;4420197765;0,4;5,5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20344
RISO DA MANHA II;AL00264754;2420053346;4;10;Motor;75;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20345
RISO DA NOITE;CE00102871;1620020581;1,5;5,9;Vela;;;;4;60;Deferida;CE;5.01.004;5.3;5. Armadilha;20346
RISO DA NOITE;RN00031189;1830056450;8;9,31;Motor;50;;;5;220;Deferida;RN;5.01.001;5.1;5. Armadilha;20347
RISO DA NOITE I;CE00023788;1610058780;4,2;9,2;Motor;45;;;5;220;Deferida;CE;5.01.003;5.2;5. Armadilha;20348
RISO DAS MATAS VERDES;PE00023790;2210130107;9,6;9,2;Motor;33;;;5;220;Deferida;PE;5.01.004;5.3;5. Armadilha;20349
RISO DO ANO;CE00031197;161M2007005543;;4,4;Vela;;;;3;30;Deferida;CE;5.01.005;5.4;5. Armadilha;20350
RISO DO MAR;CE00313886;1610069684;11;11,1;Motor;68;;;3;;Deferida;CE;1.03.006;1.12;1. Linha;20351
RISO DO MAR;PE00031209;2210149983;0,3;6;Vela;;;;3;60;Deferida;PE;5.01.004;5.3;5. Armadilha;20352
RISO DO MAR I;PB00110870;201M2007001101;;4,4;Vela;;;;3;30;Deferida;PB;5.01.004;5.3;5. Armadilha;20353
RISO DO MAR III;MA00206538;1210117941;;8,9;Motor;18;;250;3;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20354
RISO DO MAR V;MA00200064;1210139511;12;10;Motor;60;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20355
RITA CASSIA B;SC00056039;4430120901;3,4;9;Motor;18;2,6;;1;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20356
RITA DE CÁSSIA;RJ00127341;387M2009000470;;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20357
RITA DE CASSIA I;PR00147431;4211469690;;6,15;Motor;10;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20358
RITA DE CASSIA III;CE00032897;1610057805;2;7,08;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20359
RITA DE CASSIA IV;CE00102037;1610057007;1,9;7,15;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20360
RITA ELICE;CE00032909;1620020131;1,3;6,41;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20361
RITA MARA;CE00276881;1630025828;1;7,35;Vela;;;;;;Deferida;CE;1.03.005;1.6;1. Linha;20362
RITA Y;SC00049044;4410138553;1,4;9;Motor;9;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20363
RITIELE;SC00237111;4430484961;2;8;Motor;18;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20364
RITIELI;SC00208580;4451112915;0,5;5,29;Motor;5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20365
RITIMO DE AVENTURA;RJ00090837;3850000435;5,3;8,5;Motor;18;;;3;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20366
RITINHA;SC00281730;4450033591;0,8;7,3;Motor;7,5;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20367
RITMO DE AVENTURA;SP00042510;4030222081;8,7;10;Motor;87;;800;2;;Deferida;SP;2.04.001;2.4;2. Rede de Emalhe;20368
RIVA;RJ00246858;3860003089;2,4;7,2;Motor;18;;;2;;Deferida;RJ;3.02.002;3.9;3. Rede de Arrasto;20369
RIVABEL;AL00222188;2410149871;7;8;Motor;40;;;3;;Deferida;AL;3.02.005;3.5;3. Rede de Arrasto;20370
RIVALDO;PR00090841;4211464779;;8;Motor;12;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20371
RIVIERI IV;SC00120347;4430477167;5;7,15;Motor;18;;200;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20372
RIVO MAR;SP00127689;401M2006001776;;6;Remo;;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20373
RIVOTRIL;SC00344691;4430480001;1;6,3;Motor;12;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20374
RIZO DO MAR;RN00301065;1830058347;1,3;5,9;Motor;;;;5;;Deferida;RN;6.03.003;6.5;6. Diversificada;20375
RIZO DO PORTO I;ES00090855;3420037538;3;8;Motor;11;;;3;;Deferida;ES;3.02.002;3.9;3. Rede de Arrasto;20376
RJ 02;PA00133748;210993987;5;11;Motor;18;;800;2;;Deferida;PA;1.03.004;1.5;1. Linha;20377
RJ 03;PA00197228;211004154;8;11;Motor;18;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20378
RJ 04;PA00136348;210993979;5;11;Motor;18;;800;2;;Deferida;PA;1.03.004;1.5;1. Linha;20379
RJ 05;PA00136350;210993961;5;11;Motor;18;;800;2;;Deferida;PA;1.03.004;1.5;1. Linha;20380
RJ CHEPA;RJ00190228;384M2013001955;0,5;6,7;Motor;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20381
RJ FILHO;PA00217395;211004421;6;9,3;Motor;49;;;2;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20382
RL;SC00226946;443M2011004714;;4,5;Remo;;;;2;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20383
R LARISSA ARAUJO;CE00094517;1610058381;12,4;10,55;Motor;140;;4308;5;250;Deferida;CE;5.01.004;5.3;5. Armadilha;20384
RLY;SC00320701;4430496269;1;5,5;Motor;10;;;1;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20385
RM;SC00282896;443M2015004803;;4,63;Remo;;;;2;;Deferida;SC;6.03.004;6.7;6. Diversificada;20386
RN MAIA;RN00314978;1820052150;45;15,6;Motor;241,2;;4000;8;;Deferida;RN;1.10.001;1.17;1. Linha;20387
RN PESCA I;PB00021974;2010077016;23;13,5;Motor;90;;;10;;Deferida;PB;1.01.002;1.1;1. Linha;20388
ROALDO;CE00034809;161M2007003460;;4,08;Vela;;;;4;30;Deferida;CE;5.01.004;5.3;5. Armadilha;20389
ROBALA;SP00266676;403M2014001145;;5;Remo;;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20390
ROBALÃO;SP00122101;442M2001004761;;5;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20391
Robalinho;SP00117030;401M2003011682;;4,5;Remo;;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20392
ROBALINHO;SP00164339;401M2005004503;;5;Motor;9,9;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20393
ROBALINHO;RJ00107631;386M2012001154;0,2;4,7;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20394
ROBALINHO;SP00218721;4019949735;2;6,95;Motor;7,5;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20395
ROBALINHO II;SP00115438;401M2006001032;;4,5;Remo;;;;4;;Deferida;SP;6.03.001;6.6;6. Diversificada;20396
ROBALINHO VI;SP00069226;401M2007006646;;5,8;Remo;;;;4;;Deferida;SP;6.03.001;6.6;6. Diversificada;20397
ROBALO;RJ00115926;387M2007000445;;6;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20398
ROBALO;PR00145407;421M2008002051;;5,84;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20399
ROBALO;SP00147787;401M2008001971;;6,8;Motor;15;;;1;;Deferida;SP;6.03.001;6.6;6. Diversificada;20400
ROBALO;RJ00303357;387M2011003754;;6,5;Motor;3;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20401
ROBALO;PA00308901;210187034;8,3;11,8;Motor;59;;;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20402
ROBALO;SC00337698;442M2022001444;1,99;7,65;Motor;18;;;1;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20403
ROBALO;SC00340907;442M2022002572;1,99;6,6;Motor;18;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20404
ROBALO AZUL;SC00340677;442M2022002726;1,99;4,35;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20405
ROBALO FLECHA;ES00106857;341M2005000124;;5;Motor;15;;;2;;Deferida;ES;6.03.001;6.6;6. Diversificada;20406
ROBALO I;SC00176390;4451112303;0,7;5,17;Motor;10;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20407
ROBALO I;SP00326427;401M2008001962;;6,8;Motor;15;;;;;Deferida;SP;6.03.001;6.6;6. Diversificada;20408
ROBBEN;CE00265060;1630046183;27;13,55;Motor;112;;;6;;Deferida;CE;2.02.002;2.5;2. Rede de Emalhe;20409
ROBE;SC00174926;442M2007000421;;5,5;Motor;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20410
ROBERIA;PI00001904;1410109381;9,6;10,33;Motor;36;;3000;3;;Deferida;PI;3.02.001;3.4;3. Rede de Arrasto;20411
ROBERSON;PR00117446;421M2010003031;;5,13;Remo;;2;;;;Deferida;PR;6.04.001;null;6. Diversificada;20412
ROBERT;AL00292527;2412222371;7;8,3;Motor;23;;;3;;Deferida;AL;1.03.005;1.6;1. Linha;20413
ROBERTA;SC00199390;442M2007005121;;4;Remo;;;;2;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20414
ROBERTA;SC00319360;4418921630;1;7,96;Motor;18;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20415
ROBERTA HELENA;SP00090879;4010258951;11,2;12;Motor;91;;;3;;Deferida;SP;3.02.002;3.9;3. Rede de Arrasto;20416
ROBERTA I;SC00053707;4430095981;3;8,2;Motor;22;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20417
ROBERTA I;PR00090887;4211495020;0,3;7;Motor;11;;;1;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20418
ROBERTA I;CE00035521;1610063198;2;6,4;Vela;;;;5;80;Deferida;CE;5.01.004;5.3;5. Armadilha;20419
ROBERTA II;ES00098025;3410235833;29,7;14,6;Motor;152;;;8;;Deferida;ES;1.02.001;1.3;1. Linha;20420
ROBERTA IV;SC00090891;4430085145;1,9;7,3;Motor;10;;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20421
ROBERTA MARIA;SC00196254;442M2010006357;;5;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20422
ROBERTA SILVA;CE00035517;1630042102;1,7;7,4;Vela;;;;5;110;Deferida;CE;5.01.004;5.3;5. Armadilha;20423
ROBERTH;MA00234479;1210121263;2;7,9;Motor;18;;;;;Deferida;MA;2.04.002;2.10;2. Rede de Emalhe;20424
ROBERTINHO;PA00190608;211000752;3;9;Motor;14;;;3;;Deferida;PA;2.04.004;2.12;2. Rede de Emalhe;20425
ROBERTO;SC00225414;4451111331;0,8;6,36;Motor;5;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20426
ROBERTO;SC00090907;4430108439;1,4;8,15;Motor;18;1,1;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20427
ROBERTO CARLOS;PB00252561;1620023016;13;10,9;Motor;75;;;;;Deferida;PB;2.02.002;2.5;2. Rede de Emalhe;20428
ROBERTO FAGNER;CE00023824;1610042301;3;8,4;Motor;39;;;5;200;Deferida;CE;5.01.001;5.1;5. Armadilha;20429
ROBERTO FILHO;RN00023838;1810040477;5,2;9,4;Motor;90;;;3;220;Deferida;RN;5.01.001;5.1;5. Armadilha;20430
ROBERTO I;RJ00144637;4430104395;19,8;15,05;Motor;140;;;;;Deferida;RJ;1.01.002;1.1;1. Linha;20431
ROBERTO II;RJ00144655;3410231773;25;13,7;Motor;120;;;8;;Deferida;RJ;1.02.002;1.7;1. Linha;20432
ROBERTO III;SC00289464;4450087577;1;6,2;Motor;7,5;1,2;;3;;Deferida;SC;2.02.001;2.2;2. Rede de Emalhe;20433
ROBERTO JR.;RJ00135566;3810193011;1,7;7,1;Motor;18;;;1;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20434
ROBERTO JUNIOR;PA00102251;210262940;9,3;13,54;Motor;49;;2000;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20435
ROBERTO JUNIOR A;PA00134986;210283394;17;16,74;Motor;229;;15000;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20436
ROBERTO JUNIOR III;PA00123947;210291907;18;19;Motor;135;;8000;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20437
ROBERTO JUNIOR IV;PA00094521;210298031;12,9;16;Motor;114;;7000;;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20438
ROBESON;PR00096269;4211497430;0,5;7,5;Motor;75;;;2;;Deferida;PR;3.02.002;3.9;3. Rede de Arrasto;20439
ROBI;SC00119768;4430094748;1,4;7,3;Motor;18;1,3;18;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20440
ROBI II;SC00283870;443M2016002517;;4,4;Remo;;;;3;;Deferida;SC;6.03.004;6.7;6. Diversificada;20441
ROBIN HOOD;AP00215671;210276576;2,43;8,4;Motor;18;;800;1;;Deferida;AP;2.04.004;2.12;2. Rede de Emalhe;20442
ROBSON;BA00206820;2930024046;2,2;7,5;Motor;18;;25;5;;Deferida;BA;3.02.005;3.5;3. Rede de Arrasto;20443
ROBSON;SC00170928;441M2005002692;;5;Motor;15;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20444
ROBSON;SC00090911;4410135678;3,1;8,5;Motor;22;3,5;;2;;Deferida;SC;3.02.002;3.9;3. Rede de Arrasto;20445
ROBSON;ES00097755;3410241710;2,2;6,6;Motor;18;;;3;;Deferida;ES;1.06.001;1.14;1. Linha;20446
ROBSON;PR00289394;421M2008001089;;5,7;Remo;;;;2;;Deferida;PR;6.04.001;null;6. Diversificada;20447
ROBSON III;SC00011417;4430113254;88;22,5;Motor;290;;10000;4;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20448
ROBSON LUAN;PA00110630;210320699;3,1;8,7;Motor;10;;200;;;Deferida;PA;2.00.000;null;2. Rede de Emalhe;20449
ROÇA GRANDE III;SC00059197;4450100204;1,1;8,5;Motor;24;1,5;;6;;Deferida;SC;6.08.002;6.9;6. Diversificada;20450
ROCEANNA;RJ00113108;3868893016;4,5;8;Motor;18;;;1;;Deferida;RJ;1.06.001;1.14;1. Linha;20451
ROCHA;SC00176578;442M2010005377;;5,35;Remo;;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20452
ROCHA;SC00187661;442M2013001304;;5,7;Remo;;;;3;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20453
ROCHA;RJ00214207;387M2007000283;0,12;4,5;Remo;;;;2;;Deferida;RJ;6.03.001;6.6;6. Diversificada;20454
ROCHA;ES00190434;3420053185;15,2;12,75;Motor;200;;3200;9;;Deferida;ES;1.01.001;1.2;1. Linha;20455
ROCHA;PA00113898;210987707;15;13,5;Motor;114;;5000;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20456
ROCHA DE MERIBÁ;ES00107289;3420041225;2,9;8,5;Motor;;;;4;;Deferida;ES;1.06.001;1.14;1. Linha;20457
ROCHA DO MAR;SC00340341;442M2006005156;1,99;4,85;Motor;15;;;1;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20458
ROCHA I;PA00124171;210306378;34,6;14,3;Motor;220;;15000;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20459
ROCHA II;PA00123801;210319640;16;13,32;Motor;114;;5000;4;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20460
ROCHA III;PA00128125;210984538;18;14,5;Motor;78;;4000;3;;Deferida;PA;2.04.003;2.11;2. Rede de Emalhe;20461
ROCHA IV;SC00067234;4450085825;39,9;16,9;Motor;190;;;;;Deferida;SC;2.04.001;2.4;2. Rede de Emalhe;20462
